# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note,access,holder,stage_gate,live
VFE_AdvancedPowerSources,Vanilla Furniture Expanded - Power,untouched,The Workshop,T2,2500,MicroelectronicsBasics,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_BasicFactories,Vanilla Furniture Expanded - Factory,untouched,The Workshop,T3,5000,Machining,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 5000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_ComplexFactories,Vanilla Furniture Expanded - Factory,untouched,The Workshop,T4,6000,VFE_BasicFactories;Fabrication,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_IndustrialGenerators,Vanilla Furniture Expanded - Power,untouched,The Workshop,T2,1800,Electricity,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VFE_Manufacturing,Vanilla Furniture Expanded - Production,untouched,The Utinni,T4,6000,Fabrication,,,,ohm,,"Ship tree: explicitly named ('the factory node') | cost 6000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
VFE_NuclearPower,Vanilla Furniture Expanded - Power,untouched,The Workshop,T3,3500,MicroelectronicsBasics,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VFE_Res_AdvancedHydroponics,Vanilla Furniture Expanded - Farming,untouched,The Utinni,T2,2000,Hydroponics,,,,ohm,,"prereq-join: dropped MultiAnalyzer[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_Res_ArtfulDisplay,Vanilla Furniture Expanded - Art,untouched,The Hearth,T1,1000,RR_LateralThinking,,,,oomo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_Res_FarmingTechniques,Vanilla Furniture Expanded - Farming,untouched,The Workshop,T0,300,RR_LateralThinking,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VFE_Res_Holograms,Vanilla Furniture Expanded - Art,untouched,The Utinni,T0,600,,,,,ohm,,"prereq-join: dropped Fabrication[tier-inverted (T3>T0)] | recost 2000->600 (band conformance, T0) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_Res_Monuments,Vanilla Furniture Expanded - Art,untouched,The Hearth,T3,3200,RR_LateralThinking,,,,oomo,,"recost 1800->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1800 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_Res_Obelisk,Vanilla Furniture Expanded - Art,untouched,The Hearth,T1,700,RR_LateralThinking,,,,oomo,,"recost 500->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VFE_Res_Pottery,Vanilla Furniture Expanded - Art,untouched,The Hearth,T0,500,RR_LateralThinking,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VFE_Res_Rugs,Vanilla Furniture Expanded - Art,untouched,The Hearth,T1,1000,RR_LateralThinking,,,,oomo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_Res_Sprinkler,Vanilla Furniture Expanded - Farming,untouched,The Workshop,T0,500,,,,,rekko,,prereq-join: dropped Machining[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VFE_Res_Statues,Vanilla Furniture Expanded - Art,untouched,The Hearth,T2,1700,RR_LateralThinking,,,,oomo,,"recost 1000->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VFE_Res_WallCarvings,Vanilla Furniture Expanded - Art,untouched,The Hearth,T1,700,RR_LateralThinking,,,,oomo,,"recost 500->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VFE_Res_Wallpapers,Vanilla Furniture Expanded - Art,untouched,The Hearth,T2,1700,RR_LateralThinking,,,,oomo,,"recost 1000->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VFE_TidalPower,Vanilla Furniture Expanded - Power,untouched,The Workshop,T3,3200,Electricity,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 3200 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VGE_AstrofuelRefining,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T3,3200,StandardGravtech,,,,ohm,,"recost 400->3200 (band conformance, T3) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 400 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
VGE_CompactWorkspaces,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T3,3200,StandardGravtech,,,,ohm,,"recost 400->3200 (band conformance, T3) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 400 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
VGE_GravshipLiving,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T2,1700,BasicGravtech,,,,ohm,,"recost 100->1700 (band conformance, T2) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 100 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VGE_GravshipPower,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T3,3200,BasicGravtech,,,,ohm,,"recost 100->3200 (band conformance, T3) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 100 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
VGE_GravshipWeaponry,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T2,1700,Shuttles,,,,ohm,,"Tenancy thread (G6/deep-dive): re-described in the house-for-minds canon; cross-reveals with Unbolting tiers | prereq-join: no surviving prereq; anchored to Shuttles (same tree, lower tier, same category) | prereq-join: dropped StandardGravtech[tier-inverted (T3>T2)] | recost 400->1700 (band conformance, T2) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 400 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
VGE_HeatDissipation,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T3,3200,StandardGravtech,,,,ohm,,"recost 400->3200 (band conformance, T3) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 400 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
VGE_OxygenNetwork,Vanilla Gravship Expanded - Chapter 1,untouched,The Utinni,T3,3200,BasicGravtech,,,,ohm,,"recost 100->3200 (band conformance, T3) | VGE Gravship system row - swept into Ship tree by content match with the named 'VGE systems' cluster (canon shape_src); not itself individually enumerated | cost 100 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
VHGE_GasExtraction,Vanilla Helixien Gas Expanded,untouched,The Refinery,T2,1800,Smithing,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VVE_AerialVehicles,Vanilla Vehicles Expanded,untouched,The Workshop,T1,1500,VVE_BasicVehicles,,,,rekko,,prereq-join: dropped Fabrication[tier-inverted (T3>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VVE_BasicVehicles,Vanilla Vehicles Expanded,untouched,The Workshop,T1,1000,BiofuelRefining,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VVE_CombatVehicles,Vanilla Vehicles Expanded,untouched,The Workshop,T1,1500,VVE_BasicVehicles,,,,rekko,,prereq-join: dropped Fabrication[tier-inverted (T3>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VVE_ComplexVehicles,Vanilla Vehicles Expanded,untouched,The Workshop,T1,1500,VVE_BasicVehicles,,,,rekko,,prereq-join: dropped Fabrication[tier-inverted (T3>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
VWE_HeavyWeapons,Vanilla Weapons Expanded,untouched,Powder & Slug,T3,3200,HeavyTurrets,,,,shkaar,,"recost 2000->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VWE_LaserTargetingSystems,Vanilla Weapons Expanded,merge,The Armory,T3,5000,VWE_HeavyWeapons;ChargedShot,,,,,guy762_ResearchKotOR_blasters,blaster-form donor merging onto the BLASTER SPINE per chains_ruled ('OuterRim_Blastersmithing and VWE laser unlocks re-point onto its tiers'); doc says 'onto its tiers' (plural) without naming which tier each donor lands on - merge_target conservatively set to the spine root (guy762_ResearchKotOR_blasters); the exact per-donor tier placement is an open question for whoever writes the runtime rewrite,,,,yes
VWE_LaserWeapons,Vanilla Weapons Expanded - Laser,merge,The Armory,T3,5000,ChargedShot,,,,,guy762_ResearchKotOR_blasters,"recost 6000->5000 (band conformance; merge donor, dies into merge_target) | blaster-form donor merging onto the BLASTER SPINE per chains_ruled ('OuterRim_Blastersmithing and VWE laser unlocks re-point onto its tiers'); doc says 'onto its tiers' (plural) without naming which tier each donor lands on - merge_target conservatively set to the spine root (guy762_ResearchKotOR_blasters); the exact per-donor tier placement is an open question for whoever writes the runtime rewrite | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
VWE_MakeshiftWeapons,Vanilla Weapons Expanded - Makeshift,cut,,,500,VFET_Bow,,,,,,measured dead (research_tree_prep.md sec 1): Vanilla Weapons Expanded - Makeshift - all 6 unlocks cut,,,,yes
VWE_TrenchWarfare,Vanilla Weapons Expanded,untouched,Powder & Slug,T1,1000,IEDs,,,,shkaar,,"OWNER AMENDMENT 2026-09-04: flamethrower/flame-column unlocks here are owed a per-unlock split to The Junker Yards (big flame = Junker) at the C# pass - rows move, unlocks split there | prereq-join: no surviving prereq; anchored to IEDs (same tree, lower tier, same category) | prereq-join: dropped Mortars[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VenomSynthesis,Royalty,cut,,,2000,CompactWeaponry,,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
VitalsMonitor,Core,untouched,The Workshop,T2,2500,Tinkering,HospitalBed,,,rekko,,"prereq-join: no surviving prereq; anchored to Tinkering (same tree, lower tier, same category) | prereq-join: dropped Fabrication[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
VoidSculptures,Anomaly,cut,,,0,BasicPsychicRituals;BioferriteExtraction;VFET_Furniture,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
WakeUpProduction,Core,untouched,The Refinery,T0,600,DrugProduction,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
WallStuff,WallStuff,cut,,,1,RR_LateralThinking,,,,,,"measured dead (research_tree_prep.md sec 1): author-flagged dead: description says 'No Longer needed, just left for now so it doesn't cause errors.' | cost 1 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
WastepackAtomizer,Biotech,untouched,The Refinery,T3,5000,AdvancedFabrication,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
WatchTelescope,(NWN) Real Fog of War (Continued),untouched,Powder & Slug,T0,500,RR_LateralThinking,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
WatermillGenerator,Core,untouched,The Workshop,T1,700,RR_PowerGenerators,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
Xenogermination,Biotech,untouched,The Ascendant Ladder,T1,1000,MedicineProduction;Machining,,,,ozzik,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,faction-held,Helix,,yes
guy762_ResearchKotOR_advsabers,Jawa Armoury Rebalance,cut,,,2000,guy762_ResearchKotOR_lightsabers;guy762_ResearchKotOR_workbench,,,,,,"v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
guy762_ResearchKotOR_advupgrade,Jawa Armoury Rebalance,untouched,The Workshop,T3,4000,guy762_ResearchKotOR_workbench;guy762_ResearchKotOR_midarmor;guy762_ResearchKotOR_hvyblasters,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
guy762_ResearchKotOR_bastila,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence,,,,yes
guy762_ResearchKotOR_bigZ,Jawa Armoury Rebalance,cut,,,100000000,VFET_Weapons;VFET_Bow,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence,,,,yes
guy762_ResearchKotOR_blasters,Jawa Armoury Rebalance,keep,Blasterworks,T2,3000,guy762_ResearchKotOR_hvyblasters,,,blaster,shkaar,,"spine-join: chained onto hvyblasters (one blaster chain, frozen tiers) | prereq-join: no surviving prereq; anchored to KOTOR_Research_plasmaApplications (same tree, lower tier, same category) | prereq-join: dropped AdvancedFabrication[tier-inverted (T3>T2)] | BLASTER SPINE survivor (chains_ruled): guy762 blasters/hvy/mini + plasma, reflavored to campaign register | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_bluntmelee,Jawa Armoury Rebalance,untouched,The Strange Schools,T3,4000,guy762_ResearchKotOR_vibroweapons,,,,ishko,,"prereq-join: no surviving prereq; anchored to guy762_ResearchKotOR_vibroweapons (same tree, lower tier, same category) | prereq-join: dropped guy762_ResearchKotOR_eshields[tier-inverted (T4>T3)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence",common,,,yes
guy762_ResearchKotOR_canderous,Jawa Armoury Rebalance,cut,,,100000000,VFET_Bow,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence,,,,yes
guy762_ResearchKotOR_carth,Jawa Armoury Rebalance,cut,,,100000000,VFET_Bow,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence,,,,yes
guy762_ResearchKotOR_czerka,Jawa Armoury Rebalance,untouched,The Shell,T2,3000,guy762_ResearchKotOR_tusken,guy762_ResearchKotOR_hvyblasters;guy762_ResearchKotOR_midarmor,,,ishko,,"prereq-join: no surviving prereq; anchored to guy762_ResearchKotOR_tusken (same tree, lower tier) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_deflectors,Star Wars KotOR Resources and Materials,untouched,The Shell,T3,5000,guy762_ResearchKotOR_hvyshields,KOTOR_Research_UltraComponent,,,ishko,,droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match,common,,,yes
guy762_ResearchKotOR_disruptor,Jawa Armoury Rebalance,untouched,Blasterworks,T4,6000,guy762_ResearchKotOR_hvyblasters,KOTOR_Research_UltraComponent,,,shkaar,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_droidarmor,Star Wars KotOR Resources and Materials,untouched,Jawa Scavenging,T3,3200,guy762_ResearchKotOR_droidsimple,,,,rekko,,"recost 2500->3200 (band conformance, T3) | droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_droidassassin,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T3,3200,guy762_ResearchKotOR_droidcombatadv,,,,ohm,,"recost 2500->3200 (band conformance, T3) | droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidassault,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T3,5000,guy762_ResearchKotOR_droidcombatadv,,,,ohm,,droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match,faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidblasters,Jawa Armoury Rebalance,untouched,Blasterworks,T1,1000,RR_IncendiaryWeapons,,,,shkaar,,"prereq-join: no surviving prereq; anchored to RR_IncendiaryWeapons (same tree, lower tier) | prereq-join: dropped guy762_ResearchKotOR_blasters[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_droidcombatadv,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T3,3200,guy762_ResearchKotOR_droidsimple,,,,ohm,,"recost 2500->3200 (band conformance, T3) | droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidintel,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T4,7500,guy762_ResearchKotOR_droidutilityadv,,,,ohm,,"droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 7500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidlaboradv,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T2,2500,guy762_ResearchKotOR_droidsimple,,,,ohm,,"droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidshields,Star Wars KotOR Resources and Materials,untouched,Jawa Scavenging,T3,3200,guy762_ResearchKotOR_droidsimple,,,,rekko,,"prereq-join: dropped guy762_ResearchKotOR_eshields[tier-inverted (T4>T3)] | recost 500->3200 (band conformance, T3) | droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_droidsimple,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T1,1600,ABF_ResearchProject_Synstruct_Infrastructure,,,,ohm,,"recost 7500->1600 (band conformance, T1) | droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 7500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidsith,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T4,5200,guy762_ResearchKotOR_droidassault,,,,ohm,,"recost 5000->5200 (band conformance, T4) | droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match",faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidtech,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T3,3500,guy762_ResearchKotOR_droidsimple,,,,ohm,,droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match,faction-held,Enclaves,,yes
guy762_ResearchKotOR_droidutilityadv,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T2,2500,guy762_ResearchKotOR_droidsimple,,,,ohm,,"droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
guy762_ResearchKotOR_echanishields,Jawa Armoury Rebalance,untouched,The Shell,T2,3000,ShieldBelt,,,,ishko,,"prereq-join: no surviving prereq; anchored to ShieldBelt (same tree, lower tier, same category) | prereq-join: dropped guy762_ResearchKotOR_eshields[tier-inverted (T4>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_eshields,Jawa Armoury Rebalance,untouched,The Shell,T4,6000,AdvancedFabrication,KOTOR_Research_plasmaApplications,,,ishko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
guy762_ResearchKotOR_exchange,Jawa Armoury Rebalance,untouched,The Shell,T3,4000,RR_BasicApparel,,,,ishko,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
guy762_ResearchKotOR_exile,Jawa Armoury Rebalance,cut,,,100000000,RR_LateralThinking,,,,,,"measured dead (research_tree_prep.md sec 1): author-flagged dead: same parent/base, 0 unlocks",,,,yes
guy762_ResearchKotOR_exupgrade,Jawa Armoury Rebalance,untouched,The Workshop,T4,6000,guy762_ResearchKotOR_advupgrade,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
